,Crash ID,DOT Case Number,Date Of Crash,Time Of Crash,Severity,Severity Text Format,Most Severe Injury,Most Severe Injury Text Format,Number Of Vehicles,Number Of Pedestrians,Number Of Qualifying Commercial Vehicles,Town,Town Text Format,Route Class,Route Class Text Format,Route or Local Road Number,Route Direction,Route Direction Text Format,Cumulative Route Mileage,Ramp or Turning Road Number,Ramp Letter,At or Between Intersections,At or Between Intersections Text Format,Intersecting Leg #1,Intersecting Leg #2,Intersecting Leg #3,Intersecting Leg #4,Name of Road that Crash Occurred On,Name or Route Number of Road at which Crash Occurred,Measure Distance,Unit Of Measure,Unit Of Measure Text Format,Measure Direction,Measure Direction Text Format,"Name of Nearest Intersection, Street, Town Line or Mile Marker",Alpha Description of Crash Location,Collision Type,Collision Type Text Format,Weather Condition,Weather Condition Text Format,Road Surface Condition,Road Surface Condition Text Format,Light Condition,Light Condition Text Format,Crash Occurred On,Crash Occurred On Text Format,Other Roadway Feature,Other Roadway Feature Text Format,Median Barrier Penetration,Median Barrier Penetration Text Format,Construction or Maintenance Related,Construction or Maintenance Related Text Format,At-Fault Traffic Unit Number,Contributing Factor,Contributing Factor Text Format,Average Daily Traffic,Rural or Urban,Rural or Urban Text Format,Number of Lanes,CrashId,Fatal Case Status,Fatal Case Status Text Format,CrashId.1,CrashId.2,Latitude,Longitude,Town Name,Town Number,Town Number.1,Town Number Text Format,Year,Month,Month Text Format,Day,Day of the Week,Day of the Week Text Format,Time of Crash,Hour of the Day,Case Identifier,Crash Severity,Crash Severity Text Format,Number Of Motor Vehicles,Number Of Non-Motorist,Number Of Witnesses,Milemarker,Road Number,Road Description,Roadway Name,Intersecting Roadway Name,Landmark Description,Distance From Nearest Landmark,Unit Of Measure From Nearest Landmark,Direction From Nearest Landmark,Latitude.1,Longitude.1,First Harmful Event,First Harmful Event Text Format,Manner of Crash / Collision Impact,Manner of Crash / Collision Impact Text Format,Location of First Harmful Event,Location of First Harmful Event Text Format,Weather 2,Weather 2 Text Format,"Contributing Circumstances, Environment","Contributing Circumstances, Environment Text Format",Environment 2,Environment 2 Text Format,Environment 3,Environment 3 Text Format,"Contributing Circumstances, Road","Contributing Circumstances, Road Text Format",Road 2,Road 2 Text Format,Road 3,Road 3 Text Format,Crash Specific Location,Crash Specific Location Text Format,Type of Intersection,Type of Intersection Text Format,School Bus Related,School Bus Related Text Format,Work Zone Related,Work Zone Related Text Format,Location Of Crash Relative To Work Zone,Location Of Crash Relative To Work Zone Text Format,Type of Work Zone,Type of Work Zone Text Format,Worker Presence,Worker Presence Text Format,Law Enforcement Presence,Law Enforcement Presence Text Format,Were Vehicles Moved Prior To Police Arrival,Trafficway Ownership,Trafficway Ownership Text Format,Trafficway Class,Trafficway Class Text Format,Police Agency,Police Agency Text Format,Badge Number,Approval Date,Police Case Status,Police Case Status Text Format,Crash Report Submission Date,Related Case Identifiers,Urban Area,Urban Area Text Format,No. of Through Lanes (Reverse Dir.),No. of Through Lanes (Log Dir.),Highway Type (FHWA),Highway Type (FHWA) Text Format,Functional Classification,Functional Classification Text Format,Date,fatal,suspected_serious_injury,suspected_minor_injury,possible_injury,no_apparent_injury,geometry,index_right
17347,,2993711,2018-11-09,,,,C,Possible Injury (C),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,8300.0,2.0,Urban,,576707.0,1.0,Complete,576707.0,576707.0,41.388799,-72.863921,North Haven,101.0,101.0,North Haven,2018.0,11.0,November,9.0,6.0,Friday,09:21:00,9.0,18051408,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.45,729.0,729-E,729-E,ELM ST,,,, ,41.388799,-72.863921,14.0,Motor Vehicle in Operation,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,4.0,Y-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,295,2018-11-09 13:34:45.0,C,Closed,2018-11-12 04:02:03.0,,G,NEW HAVEN,1.0,2.0,3.0,3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE),4.0,MINOR ARTERIAL - NEW HPMS,2018-11-09,0,0,0,1,0,POINT (-72.863921 41.388799),0
17348,,3001796,2018-11-12,,,,O,No Apparent Injury (O),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,4700.0,2.0,Urban,,577478.0,1.0,Complete,577478.0,577478.0,41.66594,-72.780338,New Britain,89.0,89.0,New Britain,2018.0,11.0,November,12.0,2.0,Monday,07:30:00,7.0,18-039717,O,Property Damage Only,1.0,1.0,0.0,0.06,93.0,CHESTNUT ST,CHESTNUT ST,unknown,SCALISE DR,40.0,Feet,E,41.66594,-72.780338,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,97.0,Other,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,3.0,Intersection-Related,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,2.0,"Trafficway, Not on Road",CT0008900,New Britain PD,346,2018-11-23 11:09:50.0,C,Closed,2018-11-23 11:09:50.0,#IR18-039717,D,HARTFORD,,3.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2018-11-12,0,0,0,0,1,POINT (-72.780338 41.66594),0
17349,,3015917,2018-04-27,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,3,Dusk,,,,,,,,,,,,11500.0,2.0,Urban,,577576.0,1.0,Complete,577576.0,577576.0,41.042582,-73.525555,Stamford,135.0,135.0,Stamford,2018.0,4.0,April,27.0,6.0,Friday,19:05:00,19.0,1804270044,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,1.5,845.0,SHIPPAN AV,SHIPPAN AV,unknown,Magee Ave,250.0,Feet,E,41.042582,-73.525555,14.0,Motor Vehicle in Operation,97.0,Other,7.0,In Parking Lane or Zone,,,0.0,None,,,,,0.0,None,,,,,8.0,Driveway Access,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,4.0,Parking Lot,CT0013503,Stamford PD,25131,2018-04-28 14:44:00.0,C,Closed,2018-12-28 18:07:17.0,,A,BRIDGEPORT - STAMFORD,,4.0,,,7.0,LOCAL - NEW HPMS,2018-04-27,0,0,1,0,0,POINT (-73.525555 41.042582),0
17350,,3007994,2018-11-12,,,,O,No Apparent Injury (O),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,1,Daylight,,,,,,,,,,,,7900.0,2.0,Urban,,577746.0,1.0,Complete,577746.0,577746.0,41.793378,-73.120229,Torrington,143.0,143.0,Torrington,2018.0,11.0,November,12.0,2.0,Monday,15:12:00,15.0,18-45089,O,Property Damage Only,1.0,1.0,0.0,2.12,800.0,800-N,800-N,unknown,Linden Street,100.0,Feet,N,41.793378,-73.120229,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0014300,Torrington PD,003,2018-11-16 10:30:50.0,C,Closed,2018-11-14 09:24:27.0,,P,TORRINGTON,0.0,2.0,1.0,2 LANE CONTIGUOUS (WIDTH UNDER 36'),4.0,MINOR ARTERIAL - NEW HPMS,2018-11-12,0,0,0,0,1,POINT (-73.12022899999999 41.793378),0
17351,,3017645,2018-11-07,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,2500.0,2.0,Urban,,577984.0,1.0,Complete,577984.0,577984.0,41.30537,-72.924211,New Haven,93.0,93.0,New Haven,2018.0,11.0,November,7.0,4.0,Wednesday,07:54:00,7.0,18051073,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,1.72,450.0,ORANGE ST NO 1,ORANGE ST NO 1,CHAPEL ST,,,, ,41.30537,-72.924211,14.0,Motor Vehicle in Operation,4.0,"Sideswipe, same direction",1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,991,2018-12-29 11:18:28.0,C,Closed,2019-01-03 15:47:12.0,,G,NEW HAVEN,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-11-07,0,0,0,1,0,POINT (-72.924211 41.30537),0
17352,,3002688,2018-11-19,,,,B,Suspected Minor Injury (B),,,,,,3,State,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,11900.0,2.0,Urban,,580319.0,1.0,Complete,580319.0,580319.0,41.363065,-72.909002,Hamden,62.0,62.0,Hamden,2018.0,11.0,November,19.0,2.0,Monday,14:36:00,14.0,1800062867,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,2.17,707.0,707-N,707-N,unknown,Ardmore St.,23.0,Feet,S,41.363065,-72.909002,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,3.0,Intersection-Related,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0006200,Hamden PD,0064,2018-11-26 08:28:19.0,C,Closed,2018-11-26 08:55:06.0,,G,NEW HAVEN,2.0,2.0,3.0,3 OR MORE LANES CONTIGUOUS (WIDTH 30' OR MORE),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-11-19,0,0,1,0,0,POINT (-72.909002 41.363065),0
17353,,3008814,2017-09-21,,,,O,No Apparent Injury (O),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,4400.0,2.0,Urban,,580630.0,1.0,Complete,580630.0,580630.0,41.076108,-73.497563,Darien,35.0,35.0,Darien,2017.0,9.0,September,21.0,5.0,Thursday,16:22:00,16.0,2017-013548,O,Property Damage Only,1.0,1.0,1.0,0.78,143.0,MIDDLESEX RD,MIDDLESEX RD,HOLLOW TREE RIDGE RD,,,, ,41.076108,-73.497563,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0003500,Darien PD,1133,2017-09-22 01:14:00.0,C,Closed,2018-12-11 06:18:04.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2017-09-21,0,0,0,0,1,POINT (-73.497563 41.076108),0
17354,,2998131,2018-11-17,,,,A,Suspected Serious Injury (A),,,,,,2,USRoute,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,5,Dark-Not Lighted,,,,,,,,,,,,14000.0,2.0,Urban,,582169.0,1.0,Complete,582169.0,582169.0,41.182184,-73.208609,Bridgeport,15.0,15.0,Bridgeport,2018.0,11.0,November,17.0,7.0,Saturday,17:10:00,17.0,1802066674,A,"Injury of any type (Serious, Minor, Possible)",2.0,1.0,0.0,29.06,1.0,1-S,1-S,unknown,Norman St,35.0,Feet,E,41.182184,-73.208609,14.0,Motor Vehicle in Operation,2.0,Front to front,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0001509,Bridgeport PD,210846,2018-11-17 20:34:36.0,O,Open,2018-11-17 20:34:48.0,,A,BRIDGEPORT - STAMFORD,1.0,1.0,2.0,2 LANES DIVIDED (WIDTH UNDER 36'),3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-11-17,0,1,0,0,0,POINT (-73.208609 41.182184),0
17355,,3008035,2018-11-26,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,4,Rain,2,Wet,4,Dark-Lighted,,,,,,,,,,,,8500.0,2.0,Urban,,582550.0,1.0,Complete,582550.0,582550.0,41.795873,-73.118368,Torrington,143.0,143.0,Torrington,2018.0,11.0,November,26.0,2.0,Monday,18:09:00,18.0,18-47077,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.11,126.0,EAST ALBERT ST,EAST ALBERT ST,PARK AV,,,, ,41.795873,-73.118368,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,1.0,Weather Conditions,3.0,Glare,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0014300,Torrington PD,074,2018-12-07 19:38:05.0,C,Closed,2018-12-03 23:45:29.0,,P,TORRINGTON,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-11-26,0,0,1,0,0,POINT (-73.118368 41.795873),0
17356,,3021565,2018-11-27,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,99,Unknown,99,Unknown,1,Daylight,,,,,,,,,,,,3000.0,2.0,Urban,,583269.0,1.0,Complete,583269.0,583269.0,42.002492,-72.596764,Enfield,49.0,49.0,Enfield,2018.0,11.0,November,27.0,3.0,Tuesday,16:19:00,16.0,P201836586,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.19,7.0,ALDEN AV,ALDEN AV,unknown,BIGELOW AVE,69.0,Feet,E,42.002492,-72.596764,10.0,Pedalcycle/Pedalcyclist,3.0,Angle,97.0,Other,88.0,Not Applicable,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,8.0,Driveway Access,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,88.0,Not Applicable,3.0,Non-trafficway,CT0004900,Enfield PD,1322,2019-01-16 11:48:51.0,O,Open,2019-01-16 11:48:51.0,#IR201836586,T,SPRINGFIELD,,2.0,,,7.0,LOCAL - NEW HPMS,2018-11-27,0,0,0,1,0,POINT (-72.59676399999999 42.002492),0
17357,,3008883,2018-11-30,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,4,Rain,2,Wet,4,Dark-Lighted,,,,,,,,,,,,8500.0,2.0,Urban,,583343.0,1.0,Complete,583343.0,583343.0,41.316012,-72.916288,New Haven,93.0,93.0,New Haven,2018.0,11.0,November,30.0,6.0,Friday,16:47:00,16.0,18054153,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.88,450.0,ORANGE ST NO 1,ORANGE ST NO 1,HUMPHREY ST,,,, ,41.316012,-72.916288,14.0,Motor Vehicle in Operation,1.0,Front to rear,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,961,2018-11-30 17:34:56.0,O,Open,2018-12-11 04:01:14.0,,G,NEW HAVEN,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-11-30,0,0,0,1,0,POINT (-72.91628799999999 41.316012),0
17358,,3008322,2018-11-30,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,3700.0,2.0,Urban,,583382.0,1.0,Complete,583382.0,583382.0,41.118645,-73.432946,Norwalk,103.0,103.0,Norwalk,2018.0,11.0,November,30.0,6.0,Friday,07:11:00,7.0,1800058261,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.28,294.0,FILLOW ST,FILLOW ST,unknown,Sachem Street,120.0,Feet,W,41.118645,-73.432946,99.0,Unknown,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,8.0,Driveway Access,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0010300,Norwalk PD,C034,2018-12-10 12:51:20.0,O,Open,2018-12-10 12:52:01.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2018-11-30,0,0,0,1,0,POINT (-73.432946 41.118645),0
17359,,3023016,2018-06-27,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,1,Daylight,,,,,,,,,,,,5900.0,2.0,Urban,,583843.0,1.0,Complete,583843.0,583843.0,41.318021,-72.933588,New Haven,93.0,93.0,New Haven,2018.0,6.0,June,27.0,4.0,Wednesday,08:26:00,8.0,18029516,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.37,152.0,DIXWELL AV,DIXWELL AV,unknown,FOOTE ST,43.0,Feet,N,41.318021,-72.933588,14.0,Motor Vehicle in Operation,2.0,Front to front,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,3.0,Intersection-Related,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0009300,New Haven PD,991,2019-01-21 14:15:58.0,C,Closed,2019-01-22 04:00:50.0,,G,NEW HAVEN,,2.0,,,3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-06-27,0,0,1,0,0,POINT (-72.933588 41.318021),0
17360,,3023892,2018-06-02,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,4,Rain,2,Wet,1,Daylight,,,,,,,,,,,,3300.0,2.0,Urban,,584605.0,1.0,Complete,584605.0,584605.0,41.114364,-73.493361,Darien,35.0,35.0,Darien,2018.0,6.0,June,2.0,7.0,Saturday,17:55:00,17.0,2018-007521,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.01,101.0,HOLLOW TREE RIDGE RD,HOLLOW TREE RIDGE RD,TALMADGE HILL RD,,,, ,41.114364,-73.493361,14.0,Motor Vehicle in Operation,3.0,Angle,1.0,On Roadway,,,0.0,None,,,,,0.0,None,,,,,3.0,Intersection-Related,2.0,Four-Way Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0003500,Darien PD,1223,2018-06-02 22:04:00.0,C,Closed,2019-01-24 11:03:59.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,7.0,LOCAL - NEW HPMS,2018-06-02,0,0,1,0,0,POINT (-73.49336099999999 41.114364),0
17361,,3014086,2018-12-04,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,4,Dark-Lighted,,,,,,,,,,,,6600.0,2.0,Urban,,584924.0,1.0,Complete,584924.0,584924.0,41.750859,-72.720241,West Hartford,155.0,155.0,West Hartford,2018.0,12.0,December,4.0,3.0,Tuesday,18:43:00,18.0,1800042189,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.08,269.0,KANE ST,KANE ST,unknown,Oakwood Ave,400.0,Feet,E,41.750859,-72.720241,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,2.0,Shoulder,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,9.0,Driveway Access-Related,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0015500,West Hartford PD,347,2018-12-23 08:59:31.0,C,Closed,2018-12-23 09:13:18.0,,D,HARTFORD,,4.0,,,5.0,MAJOR COLLECTOR - NEW HPMS,2018-12-04,0,0,0,1,0,POINT (-72.720241 41.750859),0
17362,,3026511,2018-08-08,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,2,Cloudy,1,Dry,1,Daylight,,,,,,,,,,,,11500.0,2.0,Urban,,586224.0,1.0,Complete,586224.0,586224.0,41.742717,-72.672749,Hartford,64.0,64.0,Hartford,2018.0,8.0,August,8.0,4.0,Wednesday,17:20:00,17.0,18-23558,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.9,550.0,WETHERSFIELD AV,WETHERSFIELD AV,unknown,Adelaide Street,50.0,Feet,N,41.742717,-72.672749,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,2.0,Shoulder,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,1.0,Non-Junction,1.0,Not at Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0006400,Hartford PD,I46-01,2013-07-15 00:00:00.0,C,Closed,2018-08-09 02:30:00.0,,D,HARTFORD,,4.0,,,3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-08-08,0,0,1,0,0,POINT (-72.672749 41.742717),0
17363,,3026542,2018-08-19,,,,C,Possible Injury (C),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,1,Daylight,,,,,,,,,,,,16900.0,2.0,Urban,,586230.0,1.0,Complete,586230.0,586230.0,41.76642,-72.673194,Hartford,64.0,64.0,Hartford,2018.0,8.0,August,19.0,1.0,Sunday,18:48:00,18.0,18-24739,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,1.0,0.78,331.0,MAIN ST NO 2,MAIN ST NO 2,ASYLUM ST,,,, ,41.76642,-72.673194,10.0,Pedalcycle/Pedalcyclist,88.0,Not Applicable,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,True,1.0,Public Road,1.0,"Trafficway, On Road",CT0006400,Hartford PD,H69,2018-10-16 16:11:00.0,O,Open,2018-10-10 13:00:00.0,,D,HARTFORD,,4.0,,,3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-08-19,0,0,0,1,0,POINT (-72.673194 41.76642),0
17364,,3027455,2018-10-23,,,,A,Suspected Serious Injury (A),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,2,Dawn,,,,,,,,,,,,16900.0,2.0,Urban,,586658.0,1.0,Complete,586658.0,586658.0,41.764113,-72.673907,Hartford,64.0,64.0,Hartford,2018.0,10.0,October,23.0,3.0,Tuesday,06:40:00,6.0,18-32068,A,"Injury of any type (Serious, Minor, Possible)",2.0,1.0,0.0,0.61,331.0,MAIN ST NO 2,MAIN ST NO 2,GOLD ST,,,, ,41.764113,-72.673907,14.0,Motor Vehicle in Operation,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,0.0,None,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,2.0,Four-Way Intersection,2.0,"Yes, School Bus Directly Involved",1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0006400,Hartford PD,1837,2018-11-12 01:20:00.0,C,Closed,2018-11-03 08:33:00.0,,D,HARTFORD,,4.0,,,3.0,PRINCIPAL ARTERIAL - OTHER - NEW HPMS,2018-10-23,0,1,0,0,0,POINT (-72.673907 41.764113),0
17365,,3027950,2018-06-15,,,,B,Suspected Minor Injury (B),,,,,,4,Local,,,,,,,,,,,,,,,,,,,,,,,,1,Clear,1,Dry,4,Dark-Lighted,,,,,,,,,,,,12400.0,2.0,Urban,,586741.0,1.0,Complete,586741.0,586741.0,41.231173,-73.046158,Milford,84.0,84.0,Milford,2018.0,6.0,June,15.0,6.0,Friday,21:45:00,21.0,2018002990,A,"Injury of any type (Serious, Minor, Possible)",1.0,1.0,0.0,0.65,127.0,CHERRY ST,CHERRY ST,LOCUST ST,,,, ,41.231173,-73.046158,14.0,Motor Vehicle in Operation,3.0,Angle,1.0,On Roadway,88.0,Not Applicable,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,99.0,Unknown,88.0,Not Applicable,88.0,Not Applicable,2.0,Intersection,3.0,T-Intersection,1.0,No,1.0,No,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,88.0,Not Applicable,False,1.0,Public Road,1.0,"Trafficway, On Road",CT0008400,Milford PD,3173,2018-06-18 00:59:15.0,C,Closed,2018-06-18 22:01:40.0,,A,BRIDGEPORT - STAMFORD,,2.0,,,4.0,MINOR ARTERIAL - NEW HPMS,2018-06-15,0,0,1,0,0,POINT (-73.04615800000001 41.231173),0
